BootArgs: Version=2, Revision=0, at 0xffffff800d993000
CommandLine: 
Video: baseAddr=0x90000000, display=1, rowBytes=7680, width=1920, height=1080, depth=32
DevTree: addr=0xd997000, length=0x1460
Kernel image: kaddr=0xad00000, ksize=0x2d6c000
EFI Runtime: Mode=64, PageStart=0xd999 (0xd999000), PageCount=0xd0, SystemTable=0xd9eee10
MemoryMap: Size=0x2c70, DescriptorSize=48, DescriptorVersion=1
Type       Physical Start   - Physical End     Number of Pages  Virtual Start    Attribute
available  0000000088d53000 - 0000000088d5cfff 000000000000000a 0000000000000000 000000000000000f
ACPI_recl  0000000088d5d000 - 0000000088d8efff 0000000000000032 0000000000000000 000000000000000f
available  0000000088d8f000 - 0000000088e38fff 00000000000000aa 0000000000000000 000000000000000f
available  0000000088e39000 - 0000000088e8efff 0000000000000056 0000000000000000 000000000000000f
available  0000000088e8f000 - 0000000088ec4fff 0000000000000036 0000000000000000 000000000000000f
available  0000000088ec5000 - 0000000088efefff 000000000000003a 0000000000000000 000000000000000f
available  0000000088eff000 - 0000000088f86fff 0000000000000088 0000000000000000 000000000000000f
reserved   0000000088f87000 - 0000000088feffff 0000000000000069 0000000000000000 000000000000000f
BS_data    0000000088ff0000 - 0000000088ffffff 0000000000000010 0000000000000000 000000000000000f
reserved   0000000089000000 - 000000008f9fffff 0000000000006a00 0000000000000000 0000000000000000
MemMapIO   00000000e00f8000 - 00000000e00f8fff 0000000000000001 ffffff800da29000 8000000000000001
MemMapIO   00000000fed1c000 - 00000000fed1ffff 0000000000000004 ffffff800da2a000 8000000000000001
MemMapIO   00000000ffe10000 - 00000000ffe3ffff 0000000000000030 ffffff800da2e000 8000000000000001
available  0000000100000000 - 000000016f5fffff 000000000006f600 0000000000000000 000000000000000f

